0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,54780,22105,0,0,2020-01-20
2,63086,17298,49165,11271,2020-01-21
3,69652,15363,55939,9228,2020-01-22
4,104122,13121,86461,6435,2020-01-23
5,99710,11715,81592,5573,2020-01-24
6,77202,11483,61893,5534,2020-01-25
7,58352,10869,45058,5061,2020-01-26
8,47749,13134,35924,7531,2020-01-27
9,43012,10174,30743,4562,2020-01-28
10,41604,9425,30520,4325,2020-01-29
11,40210,8555,29210,3564,2020-01-30
12,38559,9126,27789,4245,2020-01-31
13,45952,9501,35281,4531,2020-02-01
14,54835,9395,44017,4579,2020-02-02
15,47827,8548,36952,3932,2020-02-03
16,35403,8314,25136,3769,2020-02-04
17,36789,7888,26997,3481,2020-02-05
18,34259,7649,24869,3302,2020-02-06
19,30207,7252,20945,3133,2020-02-07
20,39237,7278,30155,3368,2020-02-08
21,33581,7140,24453,3319,2020-02-09
22,29173,8008,20577,4324,2020-02-10
23,30589,7737,21490,3868,2020-02-11
24,36439,6721,27440,2913,2020-02-12
25,43805,6954,35182,3279,2020-02-13
26,42957,7324,34299,3657,2020-02-14
27,39660,6638,31116,3022,2020-02-15
28,35425,6650,27534,3024,2020-02-16
