0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,762410,99890,0,0,2018-04-16
2,773080,178604,605964,155401,2018-04-17
3,540410,152648,350789,106702,2018-04-18
4,418948,127577,258090,81606,2018-04-19
5,354905,118602,217334,74828,2018-04-20
6,327198,111718,201594,69253,2018-04-21
7,300408,105779,181226,64398,2018-04-22
8,321596,119132,209044,79431,2018-04-23
9,284726,102890,165021,60036,2018-04-24
10,255273,100198,143476,58749,2018-04-25
11,234377,88776,129916,49448,2018-04-26
12,217707,91057,120153,54074,2018-04-27
13,217734,91627,125726,54339,2018-04-28
14,208616,90255,121007,53834,2018-04-29
15,213204,86966,125539,52259,2018-04-30
16,201259,86074,113301,51768,2018-05-01
