00001,108,3238927,996597
00002,126,5440458,1559839
00003,132,7443795,1994845
00004,138,9140251,2338023
00005,138,10389501,2619018
00006,138,11165455,2826971
00007,138,11929282,3034332
00008,138,12785001,3219284
00009,138,13590183,3394382
00010,138,14327344,3550490
00011,138,15027169,3691349
00012,138,15585113,3838587
00013,138,16176428,4014283
00014,138,16669390,4179728
00015,138,17265681,4329525
00016,138,17790282,4464258
00017,138,18295782,4597381
00018,138,18700064,4721146
00019,138,19145757,4834593
00020,138,19492967,4933091
00021,138,19854631,5024022
00022,138,20154338,5104899
00023,138,20407422,5185678
00024,138,20651659,5262424
00025,138,20898407,5335646
00026,138,21138618,5407090

