00001,129,855393,207997
00002,290,2869558,582047
00003,321,4876673,723890
00004,329,6950606,816154
00005,333,8771287,884645
00006,341,10539788,946098
00007,344,12269303,998946
00008,346,13804254,1052884
00009,346,15329512,1101261
00010,346,16882884,1148239
00011,346,18332352,1178685
00012,346,19752043,1211695

