0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,109200,8424,0,0,2019-04-01
2,244770,19455,231830,17189,2019-04-02
3,240592,14021,212637,10021,2019-04-03
4,267731,10998,238398,7622,2019-04-04
5,293221,9704,260251,6634,2019-04-05
6,289492,8978,256991,6169,2019-04-06
7,304860,8360,271504,5576,2019-04-07
8,328203,7922,294062,5423,2019-04-08
9,345619,7107,304331,4701,2019-04-09
10,319234,6850,278997,4565,2019-04-10
11,327210,6728,287220,4529,2019-04-11
12,328804,6717,288847,4521,2019-04-12
13,332619,6663,292470,4450,2019-04-13
14,284545,6798,250012,4667,2019-04-14
15,264306,7085,236584,4941,2019-04-15
16,317493,6305,286098,4132,2019-04-16
17,320609,5966,284413,3982,2019-04-17
18,350474,6486,311535,4438,2019-04-18
19,331867,6624,290942,4274,2019-04-19
20,326572,6887,286849,4511,2019-04-20
21,305031,6429,266371,4129,2019-04-21
22,302293,6776,267203,4510,2019-04-22
23,319073,6410,282398,4156,2019-04-23
24,291907,5974,256174,3790,2019-04-24
25,326271,5488,288437,3696,2019-04-25
26,319981,5329,282057,3600,2019-04-26
27,263130,5282,232458,3597,2019-04-27
28,263715,5259,238545,3529,2019-04-28
