00001,204,1339031,517493
00002,231,2038475,692591
00003,237,2621718,805479
00004,245,3402203,888673
00005,248,4276285,956473
00006,252,5171463,1015774
00007,252,6146202,1065227
00008,252,7053408,1106345
00009,252,7970031,1145269
00010,252,8812833,1179483
00011,252,9660647,1210881
00012,252,10472265,1240400
00013,252,11364450,1269662
00014,252,12278580,1299752
00015,252,13189071,1328232
00016,252,14093466,1355393
00017,252,14934076,1377917
00018,252,15790591,1399371
00019,252,16665475,1418803
00020,252,17472184,1436935
00021,252,18420837,1457634
00022,252,19675926,1476958
00023,252,21030726,1495609
00024,252,22379746,1513373
00025,252,23564469,1531533
00026,252,24480430,1548749

