0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,1115207,544302,0,0,2019-02-15-to-2019-02-21
2,1133907,563598,985558,501257,2019-02-22-to-2019-02-28
3,838238,418327,703084,357673,2019-03-01-to-2019-03-07
