0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,1212100,312139,0,0,2019-08-08-to-2019-08-14
2,1126968,192403,927938,162612,2019-08-15-to-2019-08-21
3,1561648,131050,1342440,107110,2019-08-22-to-2019-08-28
4,1700608,110320,1334619,88338,2019-08-29-to-2019-09-04
5,1485241,85838,1073964,67923,2019-09-05-to-2019-09-11
6,1024349,66853,791511,51485,2019-09-12-to-2019-09-18
7,1383208,56688,1159006,42959,2019-09-19-to-2019-09-25
