0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,4502,1553,0,0,2018-06-29-at-09
2,14892,5448,10685,4351,2018-06-29-at-10
3,22547,7281,12955,4535,2018-06-29-at-11
4,23155,7755,8410,3318,2018-06-29-at-12
5,22923,7677,7535,2878,2018-06-29-at-13
6,21583,7299,6289,2506,2018-06-29-at-14
7,20920,7067,5964,2248,2018-06-29-at-15
8,22838,7808,8184,3089,2018-06-29-at-16
9,22424,7703,6551,2453,2018-06-29-at-17
10,22401,7499,6703,2449,2018-06-29-at-18
11,24737,8317,9225,3245,2018-06-29-at-19
12,24419,8781,7384,2943,2018-06-29-at-20
13,24934,8503,8164,2473,2018-06-29-at-21
14,24106,8348,7714,2399,2018-06-29-at-22
15,24704,8085,8503,2237,2018-06-29-at-23
16,23465,7769,7889,2165,2018-06-30-at-00
17,25133,7803,9394,2258,2018-06-30-at-01
18,24633,8237,8604,2467,2018-06-30-at-02
19,23448,7845,7515,2042,2018-06-30-at-03
20,23462,7878,7536,2184,2018-06-30-at-04
21,23672,8156,7385,2298,2018-06-30-at-05
22,23183,7823,6985,2001,2018-06-30-at-06
23,22981,7784,6782,2211,2018-06-30-at-07
24,23344,8150,6923,2501,2018-06-30-at-08
25,23424,8427,6761,2460,2018-06-30-at-09
26,23324,8413,6642,2435,2018-06-30-at-10
27,23772,8600,7134,2683,2018-06-30-at-11
28,23780,8469,6561,2251,2018-06-30-at-12
29,23534,8533,6624,2385,2018-06-30-at-13
30,23150,9129,6191,2888,2018-06-30-at-14
31,22604,8285,5788,2071,2018-06-30-at-15
32,21671,7936,5431,2205,2018-06-30-at-16
33,20925,7865,5166,2264,2018-06-30-at-17
34,21773,7870,6022,2234,2018-06-30-at-18
35,23158,7691,7430,2346,2018-06-30-at-19
36,23646,7321,7341,1913,2018-06-30-at-20
37,23294,7339,7461,2002,2018-06-30-at-21
38,23822,7338,8365,1961,2018-06-30-at-22
39,24374,7092,8826,1749,2018-06-30-at-23
40,23903,6967,9098,1827,2018-07-01-at-00
41,23585,6490,8900,1472,2018-07-01-at-01
42,21306,6300,7095,1436,2018-07-01-at-02
43,20421,6277,6359,1438,2018-07-01-at-03
44,19166,6223,5466,1392,2018-07-01-at-04
45,18889,6021,5586,1414,2018-07-01-at-05
46,17784,5838,4677,1206,2018-07-01-at-06
47,18302,6045,5393,1514,2018-07-01-at-07
48,18198,6057,4979,1416,2018-07-01-at-08
49,17956,6440,4552,1702,2018-07-01-at-09
50,17898,6619,4322,1756,2018-07-01-at-10
51,18110,6691,4343,1726,2018-07-01-at-11
52,19084,6838,5332,1746,2018-07-01-at-12
53,19661,6863,5614,1797,2018-07-01-at-13
54,19014,7168,4649,1903,2018-07-01-at-14
55,18992,6725,4930,1607,2018-07-01-at-15
56,19148,6922,5069,1840,2018-07-01-at-16
57,19092,6598,4990,1483,2018-07-01-at-17
58,19626,6640,5621,1595,2018-07-01-at-18
59,21446,6772,7692,1751,2018-07-01-at-19
60,22220,6656,8309,1592,2018-07-01-at-20
61,23760,6718,9751,1682,2018-07-01-at-21
62,22754,6432,8858,1434,2018-07-01-at-22
63,23107,6172,9503,1351,2018-07-01-at-23
64,23709,5909,10324,1421,2018-07-02-at-00
65,21750,5925,8873,1424,2018-07-02-at-01
66,21019,5392,8702,1035,2018-07-02-at-02
67,19355,5516,7279,1239,2018-07-02-at-03
68,19630,5386,7461,1021,2018-07-02-at-04
69,17214,5454,5270,1176,2018-07-02-at-05
70,17409,5490,5312,1142,2018-07-02-at-06
71,16679,5447,4852,1046,2018-07-02-at-07
72,16382,5440,4584,1216,2018-07-02-at-08
73,16364,5534,4555,1230,2018-07-02-at-09
74,17025,5921,5026,1583,2018-07-02-at-10
75,16992,5379,4947,1173,2018-07-02-at-11
76,17138,5892,5069,1646,2018-07-02-at-12
77,17302,5697,4834,1332,2018-07-02-at-13
78,16335,5584,3973,1278,2018-07-02-at-14
79,16221,5664,4090,1388,2018-07-02-at-15
80,16206,5545,4235,1324,2018-07-02-at-16
81,17748,5978,5488,1698,2018-07-02-at-17
82,18499,6139,5270,1600,2018-07-02-at-18
83,20272,6273,6742,1746,2018-07-02-at-19
84,21272,6305,7439,1691,2018-07-02-at-20
85,20482,6204,6704,1550,2018-07-02-at-21
86,22306,6396,8759,1780,2018-07-02-at-22
87,21503,6184,8169,1455,2018-07-02-at-23
88,22400,5662,9590,1371,2018-07-03-at-00
89,20900,5524,8489,1350,2018-07-03-at-01
90,19448,5361,7627,1163,2018-07-03-at-02
91,18196,5463,6488,1263,2018-07-03-at-03
92,18677,5448,6883,1146,2018-07-03-at-04
93,17729,5347,6106,1101,2018-07-03-at-05
94,17277,5311,5926,1113,2018-07-03-at-06
95,16470,5320,5159,1212,2018-07-03-at-07
96,16099,5362,4682,1283,2018-07-03-at-08
97,15509,5418,4085,1235,2018-07-03-at-09
98,15562,5695,3958,1376,2018-07-03-at-10
99,15614,5656,3994,1366,2018-07-03-at-11
100,16703,5465,5045,1129,2018-07-03-at-12
101,16485,5641,4772,1417,2018-07-03-at-13
102,16207,5647,4185,1318,2018-07-03-at-14
103,15923,5818,3976,1458,2018-07-03-at-15
104,15150,5488,3378,1297,2018-07-03-at-16
105,16129,5754,4443,1563,2018-07-03-at-17
106,17603,5670,5343,1357,2018-07-03-at-18
