0,0,0,0,0,XXXX-XX-XX-to-XXXX-XX-XX
1,18609,6273,0,0,2019-03-22-at-07
2,31463,11436,15903,7019,2019-03-22-at-08
3,29152,9976,9758,3725,2019-03-22-at-09
4,26059,9472,7718,3038,2019-03-22-at-10
5,22956,8559,5677,2294,2019-03-22-at-11
6,20551,8156,4395,2028,2019-03-22-at-12
7,19880,8095,4636,2029,2019-03-22-at-13
8,26370,10085,11541,4103,2019-03-22-at-14
9,26746,9963,6722,2796,2019-03-22-at-15
10,34884,11499,14935,4287,2019-03-22-at-16
11,38809,14225,11844,5774,2019-03-22-at-17
12,39031,14151,11286,4585,2019-03-22-at-18
13,38574,13840,10275,4260,2019-03-22-at-19
14,38822,13153,11267,3834,2019-03-22-at-20
15,37852,12845,10817,3786,2019-03-22-at-21
16,39772,12442,13010,3590,2019-03-22-at-22
17,36687,11787,10925,3191,2019-03-22-at-23
18,36891,11403,11945,3056,2019-03-23-at-00
19,34137,10681,9802,2675,2019-03-23-at-01
20,33690,10684,10222,2664,2019-03-23-at-02
21,32222,10161,8920,2495,2019-03-23-at-03
22,34554,11089,11856,3602,2019-03-23-at-04
23,33546,10902,9316,2836,2019-03-23-at-05
24,33597,11079,9321,3015,2019-03-23-at-06
25,32506,11295,7983,3250,2019-03-23-at-07
26,32394,11029,8043,3015,2019-03-23-at-08
27,33433,11654,8791,3470,2019-03-23-at-09
28,33248,11092,8560,3030,2019-03-23-at-10
29,34415,11077,9458,3109,2019-03-23-at-11
30,33370,11469,8501,3465,2019-03-23-at-12
31,33127,11223,8078,3018,2019-03-23-at-13
32,32480,11267,7475,3238,2019-03-23-at-14
33,32930,11555,7920,3242,2019-03-23-at-15
34,35058,11826,9805,3273,2019-03-23-at-16
35,34334,11559,9422,3264,2019-03-23-at-17
36,36483,11820,11288,3327,2019-03-23-at-18
37,38280,11298,13020,2967,2019-03-23-at-19
38,35505,11410,10447,3190,2019-03-23-at-20
39,35544,11073,11071,2960,2019-03-23-at-21
40,35812,10964,12004,3105,2019-03-23-at-22
41,36563,10257,13015,2499,2019-03-23-at-23
42,35253,10223,12050,2628,2019-03-24-at-00
43,34574,9660,12087,2204,2019-03-24-at-01
44,31000,9253,9027,2084,2019-03-24-at-02
45,30919,9041,9846,2152,2019-03-24-at-03
46,29714,8900,8818,1910,2019-03-24-at-04
47,28923,8735,8206,1933,2019-03-24-at-05
48,28121,8757,7589,2108,2019-03-24-at-06
49,27218,9060,6736,2297,2019-03-24-at-07
50,28704,9395,7715,2554,2019-03-24-at-08
51,28018,9576,6815,2628,2019-03-24-at-09
52,28561,9430,7249,2316,2019-03-24-at-10
53,28631,9760,6897,2710,2019-03-24-at-11
54,27970,9951,6091,2695,2019-03-24-at-12
55,27541,9753,5877,2416,2019-03-24-at-13
56,28416,9792,6663,2592,2019-03-24-at-14
57,34704,11401,12894,4090,2019-03-24-at-15
58,39341,12356,12017,3825,2019-03-24-at-16
59,42195,12975,13977,3749,2019-03-24-at-17
60,45068,12695,16357,3234,2019-03-24-at-18
61,43172,12432,14938,3324,2019-03-24-at-19
62,44768,12245,16460,3181,2019-03-24-at-20
63,45031,11914,17328,3004,2019-03-24-at-21
64,43929,11243,17060,2825,2019-03-24-at-22
65,43954,11043,17738,2738,2019-03-24-at-23
66,44589,10504,18968,2334,2019-03-25-at-00
67,44662,10327,19854,2342,2019-03-25-at-01
68,42238,9690,17793,1746,2019-03-25-at-02
69,39605,9345,16105,1769,2019-03-25-at-03
70,37099,9156,14090,1795,2019-03-25-at-04
71,38121,9645,15480,2273,2019-03-25-at-05
72,37885,9543,15337,2106,2019-03-25-at-06
73,36770,9552,14149,1964,2019-03-25-at-07
74,35370,9381,12480,1985,2019-03-25-at-08
75,34796,9568,11548,2294,2019-03-25-at-09
76,34666,9774,11125,2302,2019-03-25-at-10
77,35423,10188,11676,2640,2019-03-25-at-11
78,33567,10079,9522,2435,2019-03-25-at-12
79,32738,10098,8517,2455,2019-03-25-at-13
80,32947,10174,8684,2602,2019-03-25-at-14
81,34980,10095,10817,2551,2019-03-25-at-15
82,37501,9902,13193,2517,2019-03-25-at-16
83,40963,10989,16553,3565,2019-03-25-at-17
84,41202,10835,15204,2842,2019-03-25-at-18
85,40999,11250,15117,3346,2019-03-25-at-19
86,42842,10964,16964,2984,2019-03-25-at-20
87,42373,10732,16419,2821,2019-03-25-at-21
88,41273,10380,15885,2802,2019-03-25-at-22
